aback,wstecz
true,prawdziwe
truffle,trufla
trump,atut
trumpet,trąbka
truncate,ścięty
trundle,przetaczać się
trunk,bagażnik samochodowy
truss,kratownica
trustee,powiernik
trustworthy,godna zaufania
trust,zaufanie
truth,prawda
try,próbować
tsar,car
tsunami,tsunami
tuber,bulwa
tuberculosis,gruźlica
tube,rura
tubular,rurowy
tub,wanna
tuck,podwinąć
tuesday,wtorek
tuft,czub
tug,holownik
tuition,czesne
tulip,tulipan
tumble,upadek
tummy,brzuch
tumour,guz
tumult,zgiełk
tuna,tuńczyk
tundra,tundra
tune,melodia
tunic,tunika
tunnel,tunel
turban,turban
turbine,turbina
turbo,turbo
turbulence,turbulencja
turf,darń
turkeys,indyki
turmoil,zamieszanie
turnip,rzepa
turnover,obrót handlowy
turn,skręcać
turquoise,turkus
turret,wieżyczka
turtle,żółw
tusk,kieł
tutor,korepetytor
tuxedo,smoking
twain,para
tweak,dostrajać
tweed,tweed
twelve,dwanaście
twenty,dwadzieścia
twig,gałązka
twilight,zmierzch
twin,bliźniak
twine,szpagat
twinge,ukłucie
twinkle,migotanie
twirl,rogal
twist,skręcać
twitch,skurcz
twitter,świergot
two,dwa
twofold,dwojaki
tycoon,potentat
typed,wpisywanych
type,rodzaj
typewrite,typewrite
typical,typowy
typify,charakteryzować
typography,typografia
typology,typologia
tyranny,tyrania
tyrant,tyran
tyre,opona
ubiquitous,wszechobecny
ugly,brzydki
ulcer,wrzód
ultimate,ostateczny
ultimatum,ultimatum
ultrasound,ultradźwięk
ultra,ultra
ultraviolet,ultrafioletowy
umbilical,pępkowy
umbrella,parasol
umpire,rozjemca
unanimity,jednomyślność
unanimous,jednomyślny
uncanny,niesamowity
uncle,wujek
underachieve,underachieve
underclass,podklasa
undercover,tajny
undercurrent,podkład
undercut,podcięcie
underdog,ktoś na przegranej pozycji
underestimate,nie doceniać
underfund,niedofinansowany
undergo,przejść
undergraduate,student
undergrowth,runo
underlie,być podstawą
underline,podkreślać
undermine,osłabiać
underneath,pod spodem
underpin,podbudować
under,pod
underrate,nie doceniać
underscore,podkreślać
understand,rozumiesz
understate,bagatelizować
undertake,podjąć
undertaker,właściciel zakładu pogrzebowego
undervalue,nie doceniać
underway,trwają
underworld,świat przestępczy (podziemie) / zaświaty
underwrite,przyjąć do ubezpieczenia
undulate,sfalować
unearth,wykopać
unfurl,rozpostrzeć
unicorn,jednorożec
uniform,mundur
unify,ujednolicić
unilateral,jednostronny
union,unia
unique,wyjątkowy
unison,unisono
unitary,jednolity
unite,zjednoczyć
unit,jednostka
unity,jedność
universe,wszechświat
university,uniwersytet
unix,unix
unless,chyba że
unnerve,załamać
unravel,rozwikłać
unrest,niepokój
unruly,niesforny
unscathed,bez szwanku
unsettle,zaniepokoić
until,aż do
unto,do
un,un
unwieldy,nieporęczny
unwind,rozwijać
unwitting,niezamierzony
upbeat,optymistyczny
upbringing,wychowanie
upcoming,nadchodzący
update,aktualizacja
upgrade,aktualizacja
upheaval,przewrót
uphold,podtrzymywać
upholster,poobijać
upkeep,utrzymanie
upland,wyżynny
upon,na
upper,górny
upright,pionowo
uprising,powstanie
uproar,wrzawa
uproot,wykorzeniać
upset,zdenerwowany
upshot,wynik
upstage,w głąb sceny
upstart,dorobkiewicz
upstream,pod prąd
upsurge,nagły wzrost
uptake,wychwyt
upturn,zmiana na lepsze
upwards,w górę
up,w górę
uranium,uran
urban,miejski
urchin,urwis
urgent,pilne
urge,popęd
urine,mocz
urn,urna
usage,stosowanie
use,posługiwać się
usher,bileter
usual,zwykły
usurp,uzurpować
utensil,naczynie
uterus,macica
utilise,spożytkować
utilitarian,utylitarny
utility,użyteczność
utmost,najwyższy
utopia,utopia
utterly,całkowicie
utter,zupełny
vacancy,luka w zatrudnieniu
vacant,pusty
vacate,zwalniać
vacation,wakacje
vaccinate,szczepić przeciw chorobie
vaccine,szczepionka
vacuum,odkurzać
vagary,wyskok
vagina,pochwa
vagrant,włóczęga
vague,niejasny
vain,próżny
vale,dolina
valentine,cicha sympatia
valet,kamerdyner
valiant,dzielny
validate,uprawomocnić
valid,ważny
valley,dolina
valour,dzielność
value,wartość
valve,zawór
vampire,wampir
van,awangarda
vandal,wandal
vanguard,awangarda
vanilla,wanilia
vanish,znikać
vanity,próżność
vantage,przewaga
vapour,para
variegated,srokaty
variety,różnorodność
various,różnorodny
varnish,lakier
varsity,uniwerek
vary,różnią się
vascular,naczyniowy
vase,wazon
vast,ogromny
vaulting,sklepienie
vault,sklepienie
veal,cielęcina
vector,wektor
veer,skręcać
vegetable,warzywo
vegetarian,wegetariański
vegetation,wegetacja
vehement,gwałtowny
vehicle,pojazd
veil,welon
vein,żyła
velocity,prędkość
velvet,aksamit
vendor,sprzedawca
vend,zająć się drobnym handlem
veneer,fornir
venerable,czcigodny
venerate,czcić
venetian,wenecki
vengeance,zemsta
venison,dziczyzna
venom,jad
venous,żylny
ventilate,przewietrzyć
vent,kratka wentylacyjna
ventricular,komorowa
venture,przedsięwzięcie
venue,miejsce wydarzenia
veranda,weranda
verbal,werbalny
verb,czasownik
verdict,werdykt
verge,skraj
verify,zweryfikować
veritable,prawdziwy
vernacular,język miejscowy
versatile,wszechstronny
verse,werset
version,wersja
versus,przeciw
vertebra,kręg
vertebrate,kręgowiec
vertical,pionowy
vertigo,zawrót głowy
very,bardzo
vessel,naczynie
vestibule,przedsionek
vestige,ślad
vest,kamizelka
veteran,weteran
veterinarian,lekarz weterynarii
veto,weto
vetting,lustracja
vex,drażnić
viable,wykonalny
vial,fiolka
via,przez
vibe,klimat aura / wibracja (pozytywna)
vibrant,wibrujący
vibrate,wibrować
vicarious,zastępczy
vicar,wikariusz
vice,wice
vicinity,sąsiedztwo
vicious,złośliwy
victim,ofiara
victory,zwycięstwo
victor,zwycięzca
video,wideo
vie,współzawodniczyć
view,widok
vigilante,samozwańczy stróż prawa
vigil,czuwanie
vignette,winieta
vigorous,energiczny
vile,podły
vilify,oczerniać
village,wioska
villain,czarny charakter
villa,willa
vinaigrette,flakonik na sole trzeźwiące
vindicate,bronić
vindictive,mściwy
vinegar,ocet winny
vine,wino
vintage,zabytkowe
vinyl,płyta winylowa
violate,naruszać
violence,przemoc
violent,gwałtowny
violet,fioletowy
violin,skrzypce
viper,żmija
viral,wirusowy
virgin,dziewica
virile,męski
virtual,wirtualny
virtue,cnota
virtuoso,wirtuoz
virulent,zjadliwy
virus,wirus
visa,wiza
visceral,trzewiowy
viscous,lepki
visible,widoczny
vision,wizja
visit,odwiedzić
visor,przyłbica
vista,widok
visual,wizualny
vital,istotny
vitality,witalność
vitamin,witamina
vivid,żywy
vocabulary,słownictwo
vocal,wokal
vocation,powołanie
vociferous,wrzaskliwy
vodka,wódka
vogue,moda
voice,głos
void,unieważnić
volatile,lotny
volcano,wulkan
volleyball,siatkówka
volley,salwa / wolej
volt,wolt
volume,tom
voluminous,obszerny
voluntary,dobrowolny
volunteer,wolontariusz
voluptuous,zmysłowy
vomit,wymiociny
voodoo,wiara w czary
voracious,nienasycony
vortex,wir
vote,głosować
voucher,talon
vowel,samogłoska
vow,przysięga
voyage,rejs
voyeur,podglądacz
vulgar,wulgarny
vulnerable,wrażliwy
vulture,sęp
wacky,wacky
waddle,kaczkowaty chód
wade,przebrnąć
wad,zwitek
wafer,wafel
waffle,wafel
waft,podmuch / rozchodzić się w powietrzu
wage,gaża
wager,zakład
wag,machać
wagon,wóz
wail,zawodzenie
waist,talia
wait,czekać
waiter,kelner
waive,odstąpić
wake,budzić
walkman,walkman
walk,spacerować
wallet,portfel
wallow,tarzać się
wall,ściana
walnut,orzech włoski
waltz,walc
wan,blady
wander,zbłądzić
wand,różdżka
wane,słabnąć
want,chcieć
wanton,swawolny
warden,opiekun
ward,oddział
wardrobe,szafa
warehouse,magazyn
ware,towar
warfare,działania wojenne
warhead,głowica bojowa
warm,ciepło
warn,ostrzec
warp,osnowa
warrant,nakaz
warranty,gwarancja
warren,królikarnia
warrior,wojownik
wart,brodawka
war,wojna
wary,ostrożny
wash,myć się
wasp,osa
waste,marnotrawstwo
watch,zegarek
watershed,dział wodny
water,woda
watt,wat
wave,fala
waver,chwiać się
wavy,falisty
wax,wosk
wayside,przydrożny
way,sposób
wayward,nieobliczalny
weak,słaby
wealth,bogactwo
wean,oduczać odzwyczajać
weapon,broń
weaponry,broń
wear,nosić
weary,zmęczony
weasel,łasica
weather,pogoda
weave,splot
web,sieć
webs,wstęgi
wedge,klin
wednesday,środa
wed,poślubić
weed,chwast
week,tydzień
wee,maleńki
weep,płakać
weight,waga
weighty,ciężki
weigh,ważyć
weird,dziwne
welcome,witamy
weld,spawać
welfare,dobrobyt
well,dobrze
wells,studzienki
we,my
western,zachodni
west,zachód
wet,mokry
whack,walnięcie
whale,wieloryb
wharf,estakada
what,co
whatsoever,cokolwiek
wheat,pszenica
wheel,koło
wheeze,charczenie
whence,skąd
when,gdy
whereabouts,miejsce pobytu
whereas,natomiast
whereby,w wyniku czego
where,gdzie
wherein,w której
whereupon,po czym
whether,czy
which,który
whiff,powiew
while,podczas
whim,kaprys
whimper,biadolić
whimsy,kaprys
whine,skomleć
whip,bat
whirlwind,trąba powietrzna
whirl,wir
whir,warkot
whisker,wibrys
whiskey,whisky
whisk,śmigać
whisper,szept
whistle,gwizdać
white,biały
whitewash,wybielić
whiting,witlinek
whittle,zredukować
whiz,świst
whoa,whoa
whole,cały
wholehearted,szczere
wholesale,hurt hurtowy hurtem
wholesome,zdrowy (służący zdrowiu) przyzwoity
whoop,wydać okrzyk radości
whoosh,whoosh
whore,kurwa
who,who
why,dlaczego
wicked,niegodziwy
wicker,wiklinowy
wicket,furtka
wide,szeroki
widow,wdowa
wield,władać
wife,żona
wiggle,poruszać się / drgnienie
wig,peruka
wild,dziki
wilderness,pustynia
wile,wabik
will,będzie
willow,wierzba
wilt,więdnąć
wimp,mięczak
wince,grymas twarzy
winch,wciągarka
winding,meandrowy
window,okno
wind,wiatr
wine,wino
winger,skrzydłowy
wing,skrzydło
wink,puść oczko
winter,zimowy
win,zdobyć
wipe,wycierać
wire,drut
wireless,bezprzewodowy
wiry,żylasty
wise,mądry
wishful,pragnący
wish,życzenie
wisp,wiecheć
wistful,tęskny
witch,czarownica
wit,dowcip
withdraw,wycofać
wither,uschnąć
withhold,wstrzymać
within,w ciągu
without,bez
withstand,wytrzymać
with,z
witness,świadek
wizard,czarodziej
wobble,chybotanie
woe,biada
wolf,wilk
woman,kobieta
womb,łono
wonder,cud
wont,przyzwyczajenie
wood,drewno
wooded,lesisty
wool,wełna
woo,zabiegać
word,słowo
workhouse,przytułek
workout,trening
work,praca
world,świat
worm,robak
worry,martwić się
worse,gorzej
worship,kult
worth,wartość
worthwhile,wart
would,by
wound,rana
wrangle,kłótnia
wrap,owinąć
wrath,gniew
wreak,pomścić
wreath,wieniec
wreck,wrak
wrench,klucz
wrestle,zmagać się
wrest,wyrwać
wretch,nieszczęśnik
wriggle,wicie się
wring,ukręcić
wrinkle,zmarszczka
wrist,nadgarstek
write,pisać
writhe,wić się
writ,pozew
wrong,źle
wrought,wykute
wry,skrzywiony
xenophobia,ksenofobia
yacht,jacht
yankee,Jankes
yank,szarpać
yard,dziedziniec
yarn,przędza
yawn,ziewać
yearn,tęsknić za kimś czymś
year,rok
yeast,drożdże
yell,krzyk
yellow,żółty
yelp,skowyt
yen,jen
yeoman,rolnik
yes,tak
yesterday,wczoraj
yet,jeszcze
yew,cis
yiddish,jidysz
yield,wydajność
yoga,joga
yogurt,jogurt
yoke,jarzmo
yolk,żółtko
yon,tam (po tamtej stronie)
young,młody
youth,młodość
you,ty
yuan,juan (waluta)
yucky,obrzydliwy paskudny
yum,pyszny mniam
yuppy,yuppy japiszon
zap,rozwalić zaszkowować werwa
zeal,gorliwość
zealot,gorliwiec
zebra,zebra
zenith,zenit
zero,zero
zest,skórka owocowa
zinc,cynk
zion,Syjon
zip,zamek błyskawiczny
zodiac,zodiak
zombie,zombi
zone,strefa
zoology,zoologia
zoom,powiększenie
zoo,ogród zoologiczny
